,Image,Category,Activity,Train
489,089026378.jpg,occupation,"skindiving or SCUBA diving as a frogman, Navy Seal",1.0
490,045565675.jpg,occupation,"skindiving or SCUBA diving as a frogman, Navy Seal",1.0
491,062013260.jpg,occupation,"skindiving or SCUBA diving as a frogman, Navy Seal",1.0
492,027738118.jpg,occupation,"skindiving or SCUBA diving as a frogman, Navy Seal",1.0
493,018812116.jpg,,,0.0
494,046369840.jpg,,,0.0
495,035335223.jpg,self care,"eating, sitting",1.0
496,058365611.jpg,religious activities,serving food in church,1.0
497,007773464.jpg,religious activities,serving food in church,1.0
498,097439481.jpg,sports,horseback riding,1.0
499,098621074.jpg,sports,horseback riding,1.0
500,069816171.jpg,sports,track and field,1.0
501,053609637.jpg,sports,track and field,1.0
502,030952762.jpg,sports,track and field,1.0
503,081379502.jpg,sports,track and field,1.0
504,068473117.jpg,sports,track and field,1.0
505,016261694.jpg,sports,horseback riding,1.0
506,091092718.jpg,sports,horseback riding,1.0
507,082253724.jpg,sports,horseback riding,1.0
508,094979991.jpg,sports,horseback riding,1.0
509,072571951.jpg,sports,horseback riding,1.0
510,061341520.jpg,sports,horseback riding,1.0
511,041824304.jpg,sports,horseback riding,1.0
512,093272848.jpg,sports,horseback riding,1.0
513,086606389.jpg,sports,horseback riding,1.0
514,004521867.jpg,sports,horseback riding,1.0
515,002636697.jpg,sports,horseback riding,1.0
516,037646337.jpg,sports,horseback riding,1.0
517,081055333.jpg,sports,horseback riding,1.0
518,098727613.jpg,sports,track and field,1.0
519,015041689.jpg,sports,track and field,1.0
520,059413072.jpg,,,0.0
521,038089086.jpg,,,0.0
522,096991440.jpg,sports,juggling,1.0
523,084211892.jpg,sports,juggling,1.0
524,083832870.jpg,,,0.0
525,046869316.jpg,,,0.0
526,041481950.jpg,sports,juggling,1.0
527,027340707.jpg,sports,juggling,1.0
528,005637550.jpg,sports,juggling,1.0
529,086472238.jpg,sports,juggling,1.0
530,081290101.jpg,sports,juggling,1.0
531,099971767.jpg,sports,racquetball,1.0
532,099663684.jpg,sports,racquetball,1.0
533,055543171.jpg,sports,racquetball,1.0
534,076898742.jpg,,,0.0
535,094476573.jpg,,,0.0
536,084964739.jpg,,,0.0
537,024734810.jpg,,,0.0
538,045054414.jpg,,,0.0
539,012915942.jpg,sports,racquetball,1.0
540,095405103.jpg,sports,racquetball,1.0
541,060617463.jpg,sports,racquetball,1.0
542,022864281.jpg,sports,racquetball,1.0
543,067170068.jpg,sports,racquetball,1.0
544,061812824.jpg,sports,racquetball,1.0
545,035816272.jpg,sports,racquetball,1.0
546,011355759.jpg,,,0.0
547,067157320.jpg,,,0.0
548,052030770.jpg,,,0.0
549,077231839.jpg,sports,racquetball,1.0
550,052016350.jpg,sports,racquetball,1.0
551,085218150.jpg,sports,racquetball,1.0
552,055190684.jpg,sports,racquetball,1.0
553,056093797.jpg,sports,racquetball,1.0
554,087665360.jpg,sports,racquetball,1.0
555,040348287.jpg,sports,racquetball,1.0
556,013401523.jpg,sports,racquetball,1.0
557,002878268.jpg,sports,racquetball,1.0
558,075513726.jpg,home activities,elder care,1.0
559,062030955.jpg,home activities,elder care,1.0
560,070407977.jpg,,,0.0
561,021296416.jpg,home activities,elder care,1.0
562,013637148.jpg,home activities,elder care,1.0
563,001454467.jpg,home activities,elder care,1.0
564,035058756.jpg,home activities,elder care,1.0
565,058991769.jpg,home activities,elder care,1.0
566,039224405.jpg,home activities,elder care,1.0
567,043747492.jpg,home activities,elder care,1.0
568,090415869.jpg,,,0.0
569,034825547.jpg,,,0.0
570,051398949.jpg,lawn and garden,"planting, potting, transplanting seedlings or plants, light effort",1.0
571,078365301.jpg,lawn and garden,"planting, potting, transplanting seedlings or plants, light effort",1.0
572,039654278.jpg,lawn and garden,"irrigation channels, opening and closing ports",1.0
573,062208670.jpg,lawn and garden,"planting seedlings, shrub, stooping, moderate effort",1.0
574,086236371.jpg,lawn and garden,"planting seedlings, shrub, stooping, moderate effort",1.0
575,094952062.jpg,lawn and garden,"planting seedlings, shrub, stooping, moderate effort",1.0
576,014707348.jpg,lawn and garden,"planting seedlings, shrub, stooping, moderate effort",1.0
577,092658763.jpg,,,0.0
578,049211629.jpg,,,0.0
579,025824439.jpg,lawn and garden,"irrigation channels, opening and closing ports",1.0
580,045913576.jpg,lawn and garden,"irrigation channels, opening and closing ports",1.0
581,098003258.jpg,,,0.0
582,049261809.jpg,,,0.0
583,032875161.jpg,,,0.0
584,063340085.jpg,,,0.0
585,024014562.jpg,,,0.0
586,007586333.jpg,fishing and hunting,"fishing, ice, sitting",1.0
587,012887972.jpg,fishing and hunting,"fishing, ice, sitting",1.0
588,012804584.jpg,fishing and hunting,"fishing, ice, sitting",1.0
589,015190269.jpg,fishing and hunting,"fishing, ice, sitting",1.0
590,013882717.jpg,fishing and hunting,"fishing, ice, sitting",1.0
591,064087474.jpg,fishing and hunting,"fishing, ice, sitting",1.0
592,018188008.jpg,fishing and hunting,"fishing, ice, sitting",1.0
593,034566728.jpg,home activities,"tanning hides, general",1.0
594,089678841.jpg,home activities,"tanning hides, general",1.0
595,047396164.jpg,home activities,"tanning hides, general",1.0
596,066755774.jpg,home activities,"tanning hides, general",1.0
597,017231987.jpg,home activities,"tanning hides, general",1.0
598,019228902.jpg,home activities,"tanning hides, general",1.0
599,004086862.jpg,home activities,"tanning hides, general",1.0
600,016893506.jpg,home activities,"tanning hides, general",1.0
601,027859034.jpg,home activities,"tanning hides, general",1.0
602,017701048.jpg,home activities,"tanning hides, general",1.0
603,008870253.jpg,,,0.0
604,012063587.jpg,,,0.0
605,046077877.jpg,,,0.0
606,020633372.jpg,,,0.0
607,036426986.jpg,,,0.0
608,050341727.jpg,home activities,"tanning hides, general",1.0
609,069039483.jpg,home activities,"tanning hides, general",1.0
610,003931214.jpg,home activities,"tanning hides, general",1.0
611,079941040.jpg,home activities,"tanning hides, general",1.0
612,062790039.jpg,home activities,"tanning hides, general",1.0
613,008175903.jpg,,,0.0
614,087357862.jpg,,,0.0
615,092087240.jpg,,,0.0
616,006107796.jpg,home activities,"tanning hides, general",1.0
617,027687765.jpg,home activities,"tanning hides, general",1.0
618,080620128.jpg,home activities,"tanning hides, general",1.0
619,074825969.jpg,home activities,"tanning hides, general",1.0
620,018452102.jpg,home repair,"painting, outside home (Taylor Code 650)",1.0
621,020934932.jpg,volunteer activities,"sitting, doing work",1.0
622,037047210.jpg,miscellaneous,"drawing, writing, painting, standing",1.0
623,048452299.jpg,inactivity quiet/light,sitting quietly,1.0
624,061825477.jpg,,,0.0
625,036891364.jpg,,,0.0
626,046253472.jpg,,,0.0
627,074747094.jpg,,,0.0
628,003668320.jpg,,,0.0
629,025243694.jpg,,,0.0
630,071334959.jpg,,,0.0
631,089520684.jpg,self care,"eating, sitting",1.0
632,051167744.jpg,,,0.0
633,053211349.jpg,,,0.0
634,010717201.jpg,winter activities,"skiing, downhill",1.0
635,044741237.jpg,winter activities,"skiing, climbing up",1.0
636,053261727.jpg,,,0.0
637,024247050.jpg,,,0.0
638,026924323.jpg,music playing,"playing musical instruments, general",1.0
639,037728416.jpg,music playing,"playing musical instruments, general",1.0
640,002007120.jpg,,,0.0
641,032207917.jpg,,,0.0
642,021144801.jpg,music playing,"playing musical instruments, general",1.0
643,032749735.jpg,music playing,"playing musical instruments, general",1.0
644,011976213.jpg,music playing,"playing musical instruments, general",1.0
645,089052728.jpg,music playing,"playing musical instruments, general",1.0
646,059359245.jpg,conditioning exercise,"bicycling, stationary",1.0
647,067910232.jpg,conditioning exercise,"bicycling, stationary",1.0
648,078917124.jpg,conditioning exercise,"bicycling, stationary",1.0
649,049844220.jpg,conditioning exercise,"bicycling, stationary",1.0
650,008692029.jpg,conditioning exercise,"bicycling, stationary",1.0
651,053710654.jpg,conditioning exercise,"bicycling, stationary",1.0
652,058684112.jpg,,,0.0
653,074543947.jpg,lawn and garden,"mowing lawn, walk, hand mower (Taylor Code 570)",1.0
654,043165955.jpg,lawn and garden,"yard work, general",1.0
655,012758030.jpg,lawn and garden,"mowing lawn, walk, hand mower (Taylor Code 570)",1.0
656,028377591.jpg,lawn and garden,"yard work, general",1.0
657,036308230.jpg,walking,"walking, general",1.0
658,064591724.jpg,,,0.0
659,057077830.jpg,home repair,washing and waxing hull of sailboat or airplane,1.0
660,035609673.jpg,home repair,washing and waxing hull of sailboat or airplane,1.0
661,098651525.jpg,home repair,washing and waxing hull of sailboat or airplane,1.0
662,060577482.jpg,home repair,washing and waxing hull of sailboat or airplane,1.0
663,023722679.jpg,home repair,washing and waxing hull of sailboat or airplane,1.0
664,010178247.jpg,home repair,washing and waxing hull of sailboat or airplane,1.0
665,015285914.jpg,home repair,washing and waxing hull of sailboat or airplane,1.0
666,024595773.jpg,home repair,washing and waxing hull of sailboat or airplane,1.0
667,016068137.jpg,home repair,washing and waxing hull of sailboat or airplane,1.0
668,018656702.jpg,home repair,washing and waxing hull of sailboat or airplane,1.0
669,028509517.jpg,home repair,washing and waxing hull of sailboat or airplane,1.0
670,017337360.jpg,home repair,washing and waxing hull of sailboat or airplane,1.0
671,089676542.jpg,home repair,washing and waxing hull of sailboat or airplane,1.0
672,008023375.jpg,home repair,washing and waxing hull of sailboat or airplane,1.0
673,052451139.jpg,,,0.0
674,041039683.jpg,,,0.0
675,098237862.jpg,,,0.0
676,011203890.jpg,,,0.0
677,039785560.jpg,,,0.0
678,096947043.jpg,transportation,pushing car,1.0
679,086550713.jpg,transportation,pushing car,1.0
680,081707207.jpg,transportation,pushing car,1.0
681,025790283.jpg,occupation,"moving, carrying or pushing heavy objects, 75 lbs or more, only active time (e.g., desks, moving van",1.0
682,017088759.jpg,occupation,"moving, carrying or pushing heavy objects, 75 lbs or more, only active time (e.g., desks, moving van",1.0
683,066864322.jpg,occupation,"moving, carrying or pushing heavy objects, 75 lbs or more, only active time (e.g., desks, moving van",1.0
684,092937599.jpg,occupation,"moving, carrying or pushing heavy objects, 75 lbs or more, only active time (e.g., desks, moving van",1.0
685,055676289.jpg,occupation,"moving, carrying or pushing heavy objects, 75 lbs or more, only active time (e.g., desks, moving van",1.0
686,057161269.jpg,occupation,"moving, carrying or pushing heavy objects, 75 lbs or more, only active time (e.g., desks, moving van",1.0
687,027997909.jpg,,,0.0
688,076949293.jpg,bicycling,"bicycling, general",1.0
689,018704375.jpg,bicycling,"bicycling, general",1.0
690,032367924.jpg,,,0.0
691,042543644.jpg,,,0.0
692,050761038.jpg,,,0.0
693,024240973.jpg,bicycling,"bicycling, general",1.0
694,011483682.jpg,bicycling,"bicycling, general",1.0
695,061062004.jpg,bicycling,"bicycling, general",1.0
696,028863055.jpg,,,0.0
697,058123822.jpg,,,0.0
698,015436272.jpg,,,0.0
699,048114010.jpg,water activities,paddle boat,1.0
700,053258943.jpg,water activities,paddle boat,1.0
701,005182354.jpg,water activities,paddle boat,1.0
702,033660428.jpg,water activities,paddle boat,1.0
703,013441468.jpg,water activities,paddle boat,1.0
704,006337497.jpg,conditioning exercise,calisthenics,1.0
705,098996023.jpg,conditioning exercise,calisthenics,1.0
706,032235384.jpg,,,0.0
707,080987445.jpg,,,0.0
708,025464065.jpg,music playing,"piano, sitting",1.0
709,068150272.jpg,music playing,"piano, sitting",1.0
710,076022786.jpg,music playing,"piano, sitting",1.0
711,059563874.jpg,music playing,"piano, sitting",1.0
712,047157619.jpg,music playing,"piano, sitting",1.0
713,041184091.jpg,music playing,"piano, sitting",1.0
714,034886827.jpg,,,0.0
715,092952914.jpg,,,0.0
716,083061941.jpg,music playing,"piano, sitting",1.0
717,096502691.jpg,,,0.0
718,012429722.jpg,,,0.0
719,073086748.jpg,,,0.0
720,093834046.jpg,,,0.0
721,018123307.jpg,religious activities,"kneeling in church or at home, praying",1.0
722,006649627.jpg,religious activities,"kneeling in church or at home, praying",1.0
723,074112065.jpg,,,0.0
724,057447311.jpg,,,0.0
725,084182878.jpg,,,0.0
726,013977238.jpg,,,0.0
727,079526731.jpg,occupation,"police, making an arrest, standing",1.0
728,020162732.jpg,occupation,"police, making an arrest, standing",1.0
729,016365594.jpg,occupation,"police, making an arrest, standing",1.0
730,016426580.jpg,occupation,"police, making an arrest, standing",1.0
731,081457472.jpg,occupation,"police, making an arrest, standing",1.0
732,066519722.jpg,,,0.0
733,052306542.jpg,,,0.0
734,035883048.jpg,,,0.0
735,087720054.jpg,,,0.0
736,039244511.jpg,,,0.0
737,081659944.jpg,,,0.0
738,043913491.jpg,,,0.0
739,037694443.jpg,,,0.0
740,046267979.jpg,,,0.0
741,030137787.jpg,,,0.0
742,074760938.jpg,,,0.0
743,050272039.jpg,,,0.0
744,023221270.jpg,,,0.0
745,089957457.jpg,,,0.0
746,038389122.jpg,,,0.0
747,054355286.jpg,,,0.0
748,090647211.jpg,,,0.0
749,062423800.jpg,,,0.0
750,011689804.jpg,,,0.0
751,093983212.jpg,,,0.0
752,062770805.jpg,,,0.0
753,033490561.jpg,,,0.0
754,013927207.jpg,,,0.0
755,079402519.jpg,,,0.0
756,062007276.jpg,,,0.0
757,053346109.jpg,,,0.0
758,089389258.jpg,sports,curling,1.0
759,078859721.jpg,sports,curling,1.0
760,015167488.jpg,sports,curling,1.0
761,031172207.jpg,sports,curling,1.0
762,024848914.jpg,sports,curling,1.0
763,074394629.jpg,sports,curling,1.0
764,003353243.jpg,sports,curling,1.0
765,056988968.jpg,sports,curling,1.0
766,076245869.jpg,sports,curling,1.0
767,087676564.jpg,inactivity quiet/light,sitting quietly,1.0
768,034208175.jpg,miscellaneous,"sitting, talking in person, on the phone, computer, or text messaging, light effort",1.0
769,082125730.jpg,miscellaneous,"sitting, talking in person, on the phone, computer, or text messaging, light effort",1.0
770,011063174.jpg,miscellaneous,"sitting, talking in person, on the phone, computer, or text messaging, light effort",1.0
771,084645229.jpg,occupation,"truck driving, loading and unloading truck, tying down load, standing, walking and carrying heavy lo",1.0
772,012748866.jpg,occupation,"truck driving, loading and unloading truck, tying down load, standing, walking and carrying heavy lo",1.0
773,039728729.jpg,occupation,"truck driving, loading and unloading truck, tying down load, standing, walking and carrying heavy lo",1.0
774,079729537.jpg,occupation,"truck driving, loading and unloading truck, tying down load, standing, walking and carrying heavy lo",1.0
775,014991743.jpg,occupation,"truck driving, loading and unloading truck, tying down load, standing, walking and carrying heavy lo",1.0
776,022925140.jpg,,,0.0
777,072225257.jpg,occupation,"truck driving, loading and unloading truck, tying down load, standing, walking and carrying heavy lo",1.0
778,072003654.jpg,occupation,"truck driving, loading and unloading truck, tying down load, standing, walking and carrying heavy lo",1.0
779,064114763.jpg,occupation,"truck driving, loading and unloading truck, tying down load, standing, walking and carrying heavy lo",1.0
780,069394844.jpg,occupation,"truck driving, loading and unloading truck, tying down load, standing, walking and carrying heavy lo",1.0
781,054272444.jpg,occupation,"truck driving, loading and unloading truck, tying down load, standing, walking and carrying heavy lo",1.0
782,025179906.jpg,occupation,"truck driving, loading and unloading truck, tying down load, standing, walking and carrying heavy lo",1.0
783,034569599.jpg,occupation,"truck driving, loading and unloading truck, tying down load, standing, walking and carrying heavy lo",1.0
784,018159772.jpg,occupation,"truck driving, loading and unloading truck, tying down load, standing, walking and carrying heavy lo",1.0
785,090845056.jpg,occupation,"truck driving, loading and unloading truck, tying down load, standing, walking and carrying heavy lo",1.0
786,058339179.jpg,occupation,"truck driving, loading and unloading truck, tying down load, standing, walking and carrying heavy lo",1.0
787,040085142.jpg,occupation,"truck driving, loading and unloading truck, tying down load, standing, walking and carrying heavy lo",1.0
788,046200580.jpg,occupation,"truck driving, loading and unloading truck, tying down load, standing, walking and carrying heavy lo",1.0
